n,Algorithm A (ns),Algorithm B (ns)
7514,6500,13898500
7515,6700,9284000
7516,6600,9904400
7517,7000,13292200
7518,6900,10813000
7519,19400,14269100
7520,6700,10592500
7521,14700,9089900
7522,6600,8340200
7523,6400,8684200
7524,6400,7810700
7525,6400,9475100
7526,6600,8743300
7527,6600,7768600
7528,6800,14927300
7529,6300,10792400
7530,6800,7775500
7531,6500,8251100
7532,6500,7885000
7533,6100,9011100
7534,9400,8377600
7535,6300,15053000
7536,6500,8039800
7537,6500,8014400
7538,6400,8229300
7539,12800,11997500
7540,12900,7958900
7541,6800,8219800
7542,7000,9457100
7543,13200,7913400
7544,6600,9021200
7545,6600,7848900
7546,7400,8592200
7547,6300,8356000
7548,7000,7790200
7549,6100,8194400
7550,6700,8919400
7551,6400,8645400
7552,6500,7853600
7553,6600,9307900
7554,6600,9911300
7555,6400,9939800
7556,6500,9152900
7557,6200,8842500
7558,6900,8175600
7559,6300,11765900
7560,25700,11276800
7561,6700,10591300
7562,6500,11330200
7563,6800,12200900
7564,6800,11214900
7565,6400,8122400
7566,6900,8771300
7567,6500,9498700
7568,6400,9627700
7569,6600,8711500
7570,6600,9769900
7571,6400,9304900
7572,6500,14841700
7573,7800,10128300
7574,6500,10008900
7575,6600,8502300
7576,6900,10681400
7577,13100,8624600
7578,6400,8477800
7579,6500,8279000
7580,6400,7796200
7581,6100,8298800
7582,6700,13011000
7583,6400,7912500
7584,6400,8177200
7585,9100,8019600
7586,6300,12314100
7587,6300,14406800
7588,6100,10877200
7589,6200,8027800
7590,6600,14925000
7591,6700,10945100
7592,6400,12895600
7593,6600,12428900
7594,6400,7609800
7595,6100,8269800
7596,6600,7909800
7597,6400,8909100
7598,6400,8342500
7599,6300,8924200
7600,6300,10682900
7601,6500,7927900
7602,12600,8851000
7603,6400,8718900
7604,6300,7881900
7605,6500,8158300
7606,6300,8250100
7607,6300,8729100
7608,6300,10897300
7609,6500,8140300
7610,6500,9226200
7611,6700,13013000
7612,6700,9392300
7613,6500,8433500
7614,6600,10045300
7615,13100,9577500
7616,6600,10635700
7617,6900,8797200
7618,6400,8012200
7619,6900,8880800
7620,6300,8301700
7621,6900,8351700
7622,6400,8355900
7623,6700,12546300
7624,6100,8652900
7625,6500,7957000
7626,29200,8463800
7627,6700,9810200
7628,6500,11323900
7629,6700,8114600
7630,6300,7894000
7631,6400,8252100
7632,12900,7963000
7633,6400,8244600
7634,6500,7842700
7635,6100,8672800
7636,6100,8476100
7637,6700,8038500
7638,6100,7914400
7639,6300,8726600
7640,6100,8358600
7641,6500,8848600
7642,6300,15547600
7643,6800,8087800
7644,6500,8586700
7645,6300,7710000
7646,6000,9071400
7647,6200,7734900
7648,6000,8376600
7649,6200,7950700
7650,5900,9115000
7651,6700,8217700
7652,6200,14217100
7653,6700,8859700
7654,6500,7847000
7655,6100,9870600
7656,6200,8008100
7657,12400,8491700
7658,6300,8067600
7659,6100,8756900
7660,6300,8047400
7661,19300,8139900
7662,6100,7876300
7663,6200,7847000
7664,6100,8456300
7665,6600,8735200
7666,6500,7890500
7667,13200,8897100
7668,7300,7827600
7669,6600,9093900
7670,6700,7966400
7671,8500,14434800
7672,6700,8913800
7673,6400,8147800
7674,7300,9993600
7675,6400,11754300
7676,6500,12227900
7677,6400,7888200
7678,6400,11087000
7679,13100,7993200
7680,7500,10771200
7681,12700,7856200
7682,6200,8390500
7683,6600,8174800
7684,19400,8895100
7685,6300,13466700
7686,6500,8218400
7687,6700,9427900
7688,6500,14399600
7689,6900,8939700
7690,6400,7780900
7691,6400,7791700
7692,6300,8327400
7693,6500,7866700
7694,6300,9057700
7695,6400,8259800
7696,6300,10760500
7697,6700,7715300
7698,6500,13235100
7699,6300,9687700
7700,6400,7901500
7701,6200,8530400
7702,6500,7897300
7703,6700,8890600
7704,6300,9770700
7705,6500,13019800
7706,6800,8420500
7707,7800,9429100
7708,6700,14027600
7709,6500,8365400
7710,6200,8473000
7711,6400,8082600
7712,6300,8012100
7713,12400,8375100
7714,6300,7694100
7715,6500,10246700
7716,7500,8828800
7717,6400,8575200
7718,6500,7853100
7719,6300,8988800
7720,9400,7728800
7721,6500,8724900
7722,6300,7915900
7723,8300,13689600
7724,6600,10213500
7725,6600,8086500
7726,6800,11202500
7727,6400,9046700
7728,26700,7898300
7729,12600,8146800
7730,6500,7609800
7731,6600,8401100
7732,6500,7692500
7733,6200,8391300
7734,6600,7806700
7735,29500,7796100
7736,6400,7622500
7737,7000,9371000
7738,6700,9239000
7739,6800,10706300
7740,9600,8102400
7741,6600,8710000
7742,6300,12690700
7743,6400,13526000
7744,6300,9032000
7745,6200,7853100
7746,19300,8243200
7747,6500,8402300
7748,26400,8515700
7749,6300,7979000
7750,6200,8050900
7751,6600,12634400
7752,6200,9044600
7753,6900,13690900
7754,6500,9008300
7755,6500,7942500
7756,6600,9399000
7757,6600,9239700
7758,6500,13984400
7759,6600,14280400
7760,6600,12719600
7761,6800,12189600
7762,6900,15013600
7763,7000,10029200
7764,6600,9151500
7765,6600,13360500
7766,6700,15736900
7767,7000,8904900
7768,6500,9339100
7769,7500,9062200
7770,6500,9122600
7771,6400,9962500
7772,6400,8698500
7773,6800,8441300
7774,8800,8256600
7775,6700,7970400
7776,6700,9407200
7777,18800,13017600
7778,7300,9701100
7779,6400,8208300
7780,6200,7940100
7781,6900,14901900
7782,6600,10083800
7783,6900,8558100
7784,6900,8224800
7785,6400,12185300
7786,6300,8518200
7787,7500,14472200
7788,6600,13021500
7789,13800,10110700
7790,6700,10321500
7791,22000,9463600
7792,8300,16777600
7793,6500,8340000
7794,6600,8853700
7795,6500,8447600
7796,6500,9993500
7797,7200,12365300
7798,6300,7783900
7799,7500,10343600
7800,6500,9604800
7801,6400,11350100
7802,6600,9222900
7803,6500,12868500
7804,7600,8841100
7805,12700,8660700
7806,6800,7949500
7807,6700,9035000
7808,22800,8159300
7809,13100,8512500
7810,6600,7585300
7811,6600,8451800
7812,6900,7606100
7813,6400,8792800
7814,6900,8393000
7815,6700,8459600
7816,6300,7911600
7817,6600,8355800
7818,6600,8284000
7819,6600,10973600
7820,13400,8088600
7821,6500,7764800
7822,6600,7876800
7823,6500,8473500
7824,6500,7809300
7825,6500,8695900
7826,6600,8075700
7827,6200,9829700
7828,6400,14654000
7829,7500,7929100
7830,6700,10719200
7831,6500,8505100
7832,6400,9788100
7833,6700,8624600
7834,6600,7730000
7835,12100,8781800
7836,6500,7796900
7837,12900,9888300
7838,6500,11298400
7839,90700,8766400
7840,17100,8602600
7841,7100,10420700
7842,6600,8393900
7843,6200,7893600
7844,6200,8365200
7845,6400,7754600
7846,6100,14393200
7847,6400,8127800
7848,7600,12276100
7849,6500,8780600
7850,6500,7969100
7851,6600,8522900
7852,6900,8276200
7853,7200,10752500
7854,6300,8082800
7855,6900,8572700
7856,15000,7901400
7857,7300,8174000
7858,12600,8135100
7859,6800,7991400
7860,13000,8254100
7861,6800,8095400
7862,6500,7835600
7863,6900,9083400
7864,6500,8776600
7865,6400,8032700
7866,6200,9817600
7867,17300,8627400
7868,6300,8614200
7869,6400,7856900
7870,6600,8917900
7871,6300,7877000
7872,6600,8175800
7873,6400,8273600
7874,6300,8437600
7875,6400,8191600
7876,6100,8654400
7877,6200,8307000
7878,6100,8745300
7879,6300,10094100
7880,6400,7598200
7881,33700,8387300
7882,6400,8109000
7883,7200,9343100
7884,6400,7861500
7885,8600,8665700
7886,6400,7795800
7887,6400,7819200
7888,6300,8070300
7889,7000,8448300
7890,6500,8124400
7891,7000,8359500
7892,5900,7964900
7893,6300,8773800
7894,6200,7843600
7895,6200,8216700
7896,7000,7928200
7897,6400,8828300
7898,7400,7841000
7899,6200,7767100
7900,7800,7914300
7901,6000,8688700
7902,6600,7595400
7903,5900,8681000
7904,7200,7467700
7905,5900,8221600
7906,6100,7570600
7907,5900,11396800
7908,12400,7827100
7909,6600,8982000
7910,6200,8307100
7911,6600,8741300
7912,22100,8273800
7913,6800,8786300
7914,6300,11405500
7915,6200,7904300
7916,12300,8819900
7917,6200,8217000
7918,12300,8685500
7919,8300,7760500
7920,6100,7969500
7921,7400,8987300
7922,6200,9954400
7923,6200,13225900
7924,6900,7945600
7925,6100,9241500
7926,6200,7835200
7927,6200,9556200
7928,6400,8069900
7929,6900,9104800
7930,6300,8228900
7931,12300,7982500
7932,6100,8122100
7933,6200,8885200
7934,6200,7820800
7935,21700,12974700
7936,6300,7999600
7937,6200,8124100
7938,6100,8757500
7939,12400,7707900
7940,12200,8464500
7941,6400,8557000
7942,12200,8099900
7943,6500,7753400
7944,6100,8679600
7945,7000,8362500
7946,6300,9521200
7947,6500,8183000
7948,6500,9534200
7949,7400,13059400
7950,10700,9341100
7951,6400,9322600
7952,6700,8342400
7953,13200,8257400
7954,23600,8163300
7955,6600,8676200
7956,6400,8566900
7957,6300,7755000
7958,6300,9932900
7959,6600,7738000
7960,21600,8089200
7961,13200,7700500
7962,6100,8530600
7963,7100,8407900
7964,6500,8175200
7965,6300,7631900
7966,5800,8876700
7967,16300,7824600
7968,5800,9605500
7969,6300,8410000
7970,26500,8862900
7971,6200,8274400
7972,6200,10394600
7973,6100,7919500
7974,6100,8361500
7975,6100,8313800
7976,6100,9379400
7977,6500,7650400
7978,28100,9320400
7979,21400,7633000
7980,6400,8963400
7981,6300,7932600
7982,6300,11077700
7983,7700,9829400
7984,13200,7670100
7985,23800,10173600
7986,6300,7799500
7987,6100,8388600
7988,21800,7802100
7989,12100,10393700
7990,6500,8226000
7991,6600,8748300
7992,6200,8411300
7993,7100,15147300
7994,6800,10134400
7995,6500,10785700
7996,9000,8783400
7997,6600,8860400
7998,6400,7910700
7999,5900,8745100
8000,6300,7882700
8001,6900,8249500
8002,6200,8478200
8003,6400,8465400
8004,6700,9112800
8005,6900,10025100
8006,6400,9521400
8007,6500,7972000
8008,14100,8690100
8009,6700,8715200
8010,6600,9441000
8011,6300,12862800
8012,6200,8133200
8013,6200,8179800
8014,6200,7924500
8015,6100,9137500
8016,6200,8573400
8017,6600,8753600
8018,6700,10465600
8019,8800,10618900
8020,6700,9608800
8021,18200,9447100
8022,6600,10148700
8023,6600,8872400
8024,6600,11057800
8025,6600,9488800
8026,6800,10610300
8027,8200,11488300
8028,6500,10875600
8029,6800,11333700
8030,6700,8981500
8031,6500,8476600
8032,6600,8555100
8033,6400,8202300
8034,7000,8185500
8035,6400,8600900
8036,6600,7815200
8037,8500,8042700
8038,6800,11756700
8039,6600,8481300
8040,13300,7896900
8041,13200,8397800
8042,6600,8064600
8043,6700,8514900
8044,6400,7899200
8045,6300,8385500
8046,6400,7651600
8047,6300,8779500
8048,6300,7891000
8049,6100,8407000
8050,6500,8398500
8051,6400,7882400
8052,6500,7685500
8053,6700,8259800
8054,6400,7726400
8055,6300,9274800
8056,13200,7696900
8057,6300,8373700
8058,6500,7741300
8059,6200,9281100
8060,6600,7831000
8061,7000,9960100
8062,8400,9140300
8063,6900,11533100
8064,6700,9176600
8065,6400,8312700
8066,6500,9227500
8067,6300,8067700
8068,6200,8514900
8069,6300,8026800
8070,6100,8958600
8071,6100,8165100
8072,6100,8350900
8073,7600,11071700
8074,6600,8050400
8075,6200,8518800
8076,6500,15201700
8077,7000,10131400
8078,6400,9442100
8079,6700,9734700
8080,6400,13793000
8081,6700,10753400
8082,6500,8018700
8083,7900,10153600
8084,6300,8085100
8085,6600,8180100
8086,6400,8700300
8087,7700,8376800
8088,6500,15101300
8089,7700,8688100
8090,7000,9271800
8091,6400,7998100
8092,6700,8353100
8093,6600,9821700
8094,12500,8137900
8095,6200,8380300
8096,6400,8922900
8097,6200,10018900
8098,6400,15230900
8099,6700,7833400
8100,6500,8199600
8101,6200,7824800
8102,6500,9354600
8103,6200,7919500
8104,6100,8838800
8105,6200,7856600
8106,6500,8729900
8107,6700,7874600
8108,6200,9224800
8109,6200,8992400
8110,6500,10113100
8111,6100,9685300
8112,23600,8062200
8113,6400,8234700
8114,6300,8005200
8115,7100,9543000
8116,6200,8657400
8117,6400,8843300
8118,6700,7887900
8119,6300,8325400
8120,6300,8430000
8121,13200,8113000
8122,6200,8539400
8123,6400,8328500
8124,15400,7742000
8125,7400,8550100
8126,6500,8043600
8127,6500,9849400
8128,6500,8615400
8129,6200,8026500
8130,6400,8425200
8131,6300,8836600
8132,6500,8803000
8133,6600,7959800
8134,6600,10629900
8135,12800,7978200
8136,7000,9758600
8137,6400,8134800
8138,6600,10239100
8139,6500,9021000
8140,6300,8183200
8141,6400,9202600
8142,7100,8365800
8143,6500,9204000
8144,6600,7899200
8145,6500,8569900
8146,6500,7942300
8147,6100,8352100
8148,6600,9759400
8149,6800,10277200
8150,6400,9710100
8151,6600,8551600
8152,6300,9409600
8153,6600,13515900
8154,6600,10634100
8155,6400,8885900
8156,6300,8005100
8157,6600,8265000
8158,6400,8534900
8159,6600,9178700
8160,7600,11372500
8161,6900,11314400
8162,6800,9722900
8163,7300,9488600
8164,6800,10949100
8165,6800,8511400
8166,7400,13677200
8167,6600,9478500
8168,6600,8371000
8169,6400,8420000
8170,6400,9375500
8171,6800,8055100
8172,6100,8991700
8173,12900,7921900
8174,6200,9495400
8175,12800,7768900
8176,6100,8838200
8177,6600,8300600
8178,6100,7633300
8179,5800,7817700
8180,6100,8231100
8181,6200,8062700
8182,6400,8896400
8183,6000,9696300
8184,6400,7843300
8185,6100,7795100
8186,12100,7884500
8187,12400,8914000
8188,6200,9097300
8189,6100,7525500
8190,5800,9487100
8191,12000,7584500
8192,6000,9907100
8193,7900,8300600
8194,6200,7982200
8195,6000,8944300
8196,16800,8967500
8197,6100,8406100
8198,6300,7405700
8199,5900,9839900
8200,6300,7714300
8201,6000,9260400
8202,6100,8080900
8203,6000,8913600
8204,6300,7725600
8205,5800,10361300
8206,6300,8364900
8207,6300,8466600
8208,12900,8464500
8209,22100,8772900
8210,12400,9524100
8211,6400,8807000
8212,6200,8663400
8213,6200,7635100
8214,27900,8890500
8215,6200,7685500
8216,6000,8470000
8217,6200,7568300
8218,5800,10833400
8219,6000,7599600
8220,5900,9936900
8221,6200,8088800
8222,12100,8688000
8223,6400,8460200
8224,6100,9309500
8225,6000,8339800
8226,6700,8500600
8227,6200,8219400
8228,7000,9066900
8229,6200,8063400
8230,6500,9688600
8231,7000,8417900
8232,7200,7875300
8233,6200,9159100
8234,6600,7840500
8235,6000,9151600
8236,6200,8006700
8237,12200,9180000
8238,15500,8697300
8239,7000,8843400
8240,22800,7766600
8241,12600,9363700
8242,6300,8359500
8243,6600,8220100
8244,6100,8855000
8245,7400,8156200
8246,6800,8216900
8247,6200,7701400
8248,5900,9082100
8249,6200,7791600
8250,6000,9240100
8251,6200,7761800
8252,5900,9686500
8253,6200,8049600
8254,6300,8428000
8255,6800,9051600
8256,6400,8171700
8257,23900,8867500
8258,6500,9484300
8259,6200,8710100
8260,6700,8256600
8261,6200,9311600
8262,6400,9429300
8263,7100,9474700
8264,6100,9740000
8265,24500,10276300
8266,6400,9838300
8267,6600,10455700
8268,6500,9015700
8269,6700,8955100
8270,6600,10404300
8271,6400,8701000
8272,7800,10366800
8273,6700,10287100
8274,8900,8823200
8275,6800,11674100
8276,13500,11077300
8277,6500,14873200
8278,9000,8939600
8279,6700,8035300
8280,6500,7838800
8281,6400,10103700
8282,6300,9613700
8283,16100,10149900
8284,12700,11122000
8285,7100,9404000
8286,8300,13168200
8287,7500,10927700
8288,6700,8990900
8289,6800,8121000
8290,6500,8600600
8291,6400,8197300
8292,6600,8042000
8293,6300,9771000
8294,6400,8981200
8295,6500,9073900
8296,7700,9117800
8297,13300,9966100
8298,6400,8533300
8299,6500,8209700
8300,21900,8884700
8301,6400,7830600
8302,7700,9431800
8303,40900,10482100
8304,6700,10140100
8305,6400,9465900
8306,8400,8346200
8307,7600,9829200
8308,13000,8536900
8309,12700,8314800
8310,6500,7995100
8311,6300,8115300
8312,6600,7703400
8313,6200,8925500
8314,6200,8219800
8315,6500,10048500
8316,6700,8546200
8317,8100,8434800
8318,6200,8793300
8319,6700,8945100
8320,6400,8851500
8321,6300,7822600
8322,6300,9144300
8323,6100,8463400
8324,12300,9034100
8325,6200,8702600
8326,6200,8878300
8327,6100,8973100
8328,6100,8170500
8329,6800,8420400
8330,6100,9652400
8331,6400,8031100
8332,7000,8795600
8333,6600,8568000
8334,6100,7808600
8335,6200,10068500
8336,6600,8100300
8337,6100,8538900
8338,6200,7668800
8339,5900,8740100
8340,6200,7520800
8341,5900,9325400
8342,6200,7431800
8343,5900,9531800
8344,12500,7912000
8345,6000,10341500
8346,6200,8213100
8347,6200,8533100
8348,6100,9301800
8349,7200,8774000
8350,6300,8677000
8351,6400,7837800
8352,6100,8482800
8353,7800,8247100
8354,6100,9396500
8355,6200,8292400
8356,6400,14471600
8357,6800,15145900
8358,6300,7949400
8359,6300,7810000
8360,12800,8814800
8361,6200,8489300
8362,6300,13019400
8363,6200,8770900
8364,12400,8891600
8365,6500,8214700
8366,6300,8363300
8367,6200,7692300
8368,5900,8779900
8369,6700,8850000
8370,6700,8488700
8371,6400,8287400
8372,6700,9336900
8373,21900,8186700
8374,6200,8243600
8375,6400,8501500
8376,6200,7763400
8377,12200,8717800
8378,6700,8359600
8379,7300,11832800
8380,6300,8934100
8381,6600,8760300
8382,6400,8186300
8383,7100,8581900
8384,28800,8268400
8385,6400,7865100
8386,6100,9162700
8387,7500,9520900
8388,6200,9753600
8389,6400,7707500
8390,12100,9300700
8391,6100,7778700
8392,6800,10368200
8393,12000,8136900
8394,6200,7958300
8395,6100,8392700
8396,6800,8314600
8397,12400,7686600
8398,12600,8392200
8399,12200,10013900
8400,21600,8368200
8401,6100,9218400
8402,6700,8525400
8403,6200,8185700
8404,12500,7831500
8405,6200,7782800
8406,6200,8630300
8407,5900,8535500
8408,27300,7687300
8409,5900,8341700
8410,6400,8409800
8411,6200,8609500
8412,6600,8461400
8413,8100,8490100
8414,28200,7613500
8415,5900,10754800
8416,6500,7947200
8417,6300,8845900
8418,6500,8463600
8419,7400,8604400
8420,6400,8176200
8421,6400,9285800
8422,6400,8764100
8423,6600,8010100
8424,6400,9490100
8425,12900,8256200
8426,6200,9637900
8427,6500,8125000
8428,6100,9512400
8429,6300,8003100
8430,6500,8808400
8431,12400,8039700
8432,6300,9337800
8433,13100,8610600
8434,6600,11013000
8435,53500,9083200
8436,6200,7897800
8437,6100,8508600
8438,6100,8783800
8439,6600,9744400
8440,6900,10076100
8441,6700,8690600
8442,6300,7958400
8443,6900,8898700
8444,6300,9667200
8445,6200,8300000
8446,6300,9520900
8447,6500,7966800
8448,21900,9399600
8449,6200,8022900
8450,6300,8674200
8451,6300,7536500
8452,6000,8793300
8453,6400,9097600
8454,6700,9098100
8455,6200,7573800
8456,12600,8861400
8457,6300,8634000
8458,6200,7663900
8459,6100,8480900
8460,7500,8464100
8461,6300,9330200
8462,7200,8425500
8463,6200,9803100
8464,6500,12573500
8465,22300,8052100
8466,6100,9439700
8467,27300,8241600
8468,6100,9039300
8469,7100,8532800
8470,6400,8524600
8471,6200,8316200
8472,6200,9216000
8473,6400,7832800
8474,6200,8923400
8475,6500,7826500
8476,6200,9597400
8477,12600,7663700
8478,6000,8439100
8479,7200,7758100
8480,6100,9986300
8481,6200,13599000
8482,6400,10618500
8483,6200,10286200
8484,7800,9005800
8485,6300,8058700
8486,6300,9802400
8487,6400,7634000
8488,12600,8091100
8489,6200,7457300
8490,6100,8857700
8491,6200,7843600
8492,6100,8507400
8493,6300,8136100
8494,6700,9259200
8495,6300,8811800
8496,6800,8088800
8497,6300,8449500
8498,6200,8933500
8499,6300,7825300
8500,6000,9445000
8501,21700,7727300
8502,6500,8233900
8503,6400,8432000
8504,6400,8420300
8505,5800,8806500
8506,6700,8613500
8507,6100,8721200
8508,6600,8895200
8509,6200,8706400
8510,6000,7647200
8511,21200,9246800
8512,6200,7703800
8513,11700,9098300
8514,21300,7527100
8515,5900,9232400
8516,6500,8249600
8517,8400,9156700
8518,6300,9130500
8519,6500,7990900
8520,6100,8423600
8521,6700,7334300
8522,5800,8682000
8523,6100,7462800
8524,5900,8390800
8525,13600,8043800
8526,6000,9990100
8527,6300,7446500
8528,6900,8183900
8529,12300,7714800
8530,6500,9204400
8531,6100,7679800
8532,6200,9097100
8533,21200,8209000
8534,6300,8326300
8535,6200,7606000
8536,6100,8150700
8537,6100,8164100
8538,12300,9199800
8539,21600,7954100
8540,6300,8425500
8541,12400,8222400
8542,5900,8666900
8543,7200,7987700
8544,12300,9452100
8545,12400,8020200
8546,6100,8828400
8547,7400,8155100
8548,7200,8371300
8549,6200,7870400
8550,13200,8840700
8551,6300,8435500
8552,8700,8076300
8553,16100,8377700
8554,7900,8072100
8555,27400,9070200
8556,6500,7302000
8557,5800,8163900
8558,7000,7920100
8559,21600,10055700
8560,6300,8521300
8561,6400,8682100
8562,6200,8222600
8563,6400,8479200
8564,6200,7918900
8565,6200,9336800
8566,6100,8540800
8567,12300,8988800
8568,7300,8264600
8569,6300,7944900
8570,7000,8565700
8571,6300,9627900
8572,6300,8390100
8573,6800,8692000
8574,6200,8768500
8575,6400,12386300
8576,21700,12707700
8577,6400,9983700
8578,6200,7741100
8579,6000,12382400
8580,6700,10647700
8581,6400,7641700
8582,6000,11383400
8583,6400,10659800
8584,6200,8295300
8585,12500,11214400
8586,12400,7900800
8587,6100,12877400
8588,6300,12025500
8589,6200,8097700
8590,6500,8110800
8591,12400,9453400
8592,6200,13216300
8593,6700,8660800
8594,6400,8701500
8595,6500,9094500
8596,6300,9749300
8597,7100,8345600
8598,6200,8157300
8599,6100,8461000
8600,6400,7672200
8601,6000,9667100
8602,6500,13602700
8603,7000,7438700
8604,6200,8071200
8605,6400,8352800
8606,6100,10089600
8607,6500,13466300
8608,21800,8064700
8609,6000,9057300
8610,6600,7933900
8611,6200,8499300
8612,12400,7908000
8613,6000,8989700
8614,6300,7553300
8615,5900,8929900
8616,6300,7573700
8617,5900,11465900
8618,6100,7641400
8619,6400,8289800
8620,6100,8259700
8621,6100,9164900
8622,12300,8690800
8623,6900,8025700
8624,6300,9516500
8625,6200,7787800
8626,6600,8436700
8627,6400,8084600
8628,6400,8734400
8629,7200,8935600
8630,6200,8466700
8631,12700,8589200
8632,7000,8658700
8633,6700,8472100
8634,6700,12680400
8635,7500,11369200
8636,7000,11660600
8637,7400,12527300
8638,6600,10997800
8639,6800,11064400
8640,9100,8193500
8641,6600,8771500
8642,6900,8128800
8643,6500,9770900
8644,7100,12690600
8645,7300,9496200
8646,6700,8776200
8647,6800,7861800
8648,6400,8277900
8649,6500,7866600
8650,6200,8688300
8651,7000,7876000
8652,7700,8958000
8653,7200,7948300
8654,6900,8620200
8655,6900,10097700
8656,6700,8254400
8657,6400,8538500
8658,10400,8542700
8659,6400,8335300
8660,6500,8863300
8661,6300,7822000
8662,6400,8149700
8663,6400,7642600
8664,6200,8110900
8665,6500,7953100
8666,6500,7959500
8667,12800,7759600
8668,5900,8120400
8669,26400,7321000
8670,47100,9730400
8671,6100,7902500
8672,6300,8600200
8673,6200,7564700
8674,6600,8570300
8675,6400,7842100
8676,16200,8149700
8677,6800,8107800
8678,6900,7743900
8679,13000,7932900
8680,6300,8090500
8681,6400,8148000
8682,6600,9341800
8683,12300,8367800
8684,6200,9028300
8685,6200,8849900
8686,6300,8002200
8687,6900,8996200
8688,6500,8315000
8689,6800,8387700
8690,6300,8377000
8691,6500,11162200
8692,6500,8370700
8693,6400,8791800
8694,19500,7750500
8695,12600,8909500
8696,6400,8248500
8697,19400,9041200
8698,6500,7815700
8699,6000,7992300
8700,6200,8196400
8701,8300,8478200
8702,6300,8373200
8703,6500,7913100
8704,6100,8083800
8705,6600,8306200
8706,6100,8342200
8707,6900,8202800
8708,6300,8388500
8709,13300,7873200
8710,6200,8508700
8711,6200,7898100
8712,6500,8938100
8713,6900,7872400
8714,6000,8948400
8715,6200,7486600
8716,6000,9467500
8717,6300,8016700
8718,6300,9017100
8719,27000,8384000
8720,6700,8822400
8721,19800,12279500
8722,6200,7957900
8723,5900,8536700
8724,6100,8190700
8725,6100,8045500
8726,6000,7529400
8727,6000,8527200
8728,6500,8575000
8729,6100,8362600
8730,5900,7687700
8731,6000,8305300
8732,6100,11775800
8733,6300,8348400
8734,6200,7883700
8735,6200,9301400
8736,6000,7660000
8737,6000,8278000
8738,6100,7605500
8739,11800,8557900
8740,25800,7677500
8741,5900,8826900
8742,6200,7820100
8743,6200,10139400
8744,6200,7820100
8745,6400,8694300
8746,6600,10154000
8747,6300,8211600
8748,12700,11269800
8749,7300,8003500
8750,6700,8318700
8751,6300,7671800
8752,6000,8388700
8753,6100,8278600
8754,6200,8100800
8755,6100,7911700
8756,5900,8658600
8757,6300,7947300
8758,5800,9077500
8759,6000,7790600
8760,6100,8359200
8761,6400,7923100
8762,6200,7953100
8763,6200,7441600
8764,5900,8560100
8765,6200,8125000
8766,5900,8511700
8767,7400,9006100
8768,21800,8449600
8769,6200,7914600
8770,6300,8339000
8771,19300,7670000
8772,5800,10283900
8773,19100,7756900
8774,6600,8565200
8775,5900,7708700
8776,19200,7980900
8777,19300,7989100
8778,7900,8522900
8779,6100,9814000
8780,6800,9540000
8781,6500,10327100
8782,6900,9240900
8783,6600,8473900
8784,6300,9330500
8785,7100,9274100
8786,6700,9115400
8787,19500,8442200
8788,6700,9799900
8789,6800,9626000
8790,19700,8806800
8791,6300,11597600
8792,7900,8973500
8793,6600,8718300
8794,6800,8367900
8795,6500,9817400
8796,6500,8923500
8797,6700,8669500
8798,6700,8537500
8799,7100,9646600
8800,6800,8355100
8801,6500,9009400
8802,6400,9168000
8803,7000,12526200
8804,7100,11025700
8805,6600,14319200
8806,6300,11984100
8807,15700,7596000
8808,6400,8732700
8809,6500,8448700
8810,6400,11367100
8811,7200,13499500
8812,6800,12324700
8813,6800,9249800
8814,6700,8866500
8815,6400,8734700
8816,6300,8748700
8817,12900,7838200
8818,5900,11691100
8819,6500,11265500
8820,6200,7708200
8821,6200,9149200
8822,6200,7629700
8823,5900,9009600
8824,6100,8508000
8825,6200,14185200
8826,6700,11865300
8827,6300,8386500
8828,6100,8928800
8829,6800,8409500
8830,6500,8138200
8831,7500,12145200
8832,6700,10422900
8833,12800,8581500
8834,6100,9185900
8835,6200,9510700
8836,6200,8848700
8837,7000,8329000
8838,6800,8868200
8839,7100,8737200
8840,6600,9517000
8841,6200,9822000
8842,6400,8762900
8843,6200,9356000
8844,6200,9541800
8845,6500,8260200
8846,6700,9216600
8847,6400,9232400
8848,7200,8163900
8849,6200,9136800
8850,6300,8402600
8851,6200,8880800
8852,6300,8485400
8853,6400,8322300
8854,6200,8019500
8855,6300,10057800
8856,6300,8155800
8857,6900,9137700
8858,22100,9027100
8859,22100,9352000
8860,6100,9663800
8861,13300,8469600
8862,6100,7660800
8863,6100,8196800
8864,5900,8466700
8865,6400,8253500
8866,6200,8819300
8867,6200,11412700
8868,6400,9127000
8869,6300,7974600
8870,6100,7892600
8871,6200,8420000
8872,6200,8402700
8873,6200,8225500
8874,14200,8560400
8875,6200,8266400
8876,6100,7373400
8877,5900,8328500
8878,6900,8986600
8879,5900,9226100
8880,6400,7692500
8881,5900,9331800
8882,6300,7501800
8883,6000,8407500
8884,6200,7572900
8885,5700,8770900
8886,22000,8706400
8887,6300,9910000
8888,6200,7608700
8889,6000,8513000
8890,6000,8171600
8891,5900,8480200
8892,6100,7542200
8893,26400,7755900
8894,5900,8585200
8895,6100,8673700
8896,6500,7902000
8897,6100,8585200
8898,6800,8114900
8899,6300,9666300
8900,6200,8046200
8901,7300,8807000
8902,6200,8792100
8903,6600,9058400
8904,6600,9622600
8905,6200,12912700
8906,6400,12027200
8907,6600,9778000
8908,6200,7767700
8909,12100,8560900
8910,6200,8362100
